SESSION_IDENTIFIER,LAP_NUM,CURRENT_LAP_TIME_MS,NORMALISED_LAP_TIME_MS,maxBrake,maxBrake_S1,maxBrake_S2,maxBrake_S3,aveBrake,aveBrake_S1,aveBrake_S2,aveBrake_S3,minThrottle,minThrottle_S1,minThrottle_S2,minThrottle_S3,aveThrottle,aveThrottle_S1,aveThrottle_S2,aveThrottle_S3,ValidLap,ValidLap_4wheels,firstBrakeDist,firstBrakeLateral,firstBrakeSpeed,steeringIntensity,steeringIntensity_S1,steeringIntensity_S2,steeringIntensity_S3,steering2,timeDecreasingThrottle,timeDecreasingThrottle_S1,timeDecreasingThrottle_S2,timeDecreasingThrottle_S3,timeIncreasingThrottle,timeIncreasingThrottle_S1,timeIncreasingThrottle_S2,timeIncreasingThrottle_S3,timeSameThrottle,timeSameThrottle_S1,timeSameThrottle_S2,timeSameThrottle_S3,apex1_speed,apex1_lateral,apex1_brake,apex1_throttle,apex2_speed,apex2_lateral,apex2_brake,apex2_throttle
1686956066918641200,1,12645,12564.840637281724,0.9824063181877136,0,0.9824063181877136,0,0.09497820653967468,0,0.2063319659310166,0,0,1,0,1,0.8086245562142084,1,0.5842533462584532,1,1,1,0.2682817739690482,0.14217936746385554,333,0.09026189289474096,4.943164115583007e-4,0.07998985058517083,0.08672370968158785,0.1086825004441048,351,0,0.060632233546381066,0,1301,0,0.22473656935567454,0,10943,1,0.7146311970979444,1,161,0.9061444936501748,0,0.12062256783246994,204,0.2320678021839855,0,1
12325177004376349e3,2,12662,12573.07794864726,1,0,1,0,0.11379734839338713,0,0.24837508214556664,0,0,1,0,1,0.8600297441995478,1,0.6944997025572737,1,1,1,0.27278103567805934,0.13097700936559295,332,0.07649458173004527,8.854835768882913e-4,0.06375098070339823,0.08792616912500388,0.09332059997931243,450,0,0.07751937984496124,0,550,0,0.09474590869939707,0,11612,1,0.8277347114556417,1,166,0.998785015139704,0.18245528638362885,0.2699117362499237,207,0.1691621441034962,0,1
13253e15,4,12628,12574.721479305008,1,0,1,0,0.0762438574122806,0,0.17042744598039206,0,0,1,0,1,0.8687499821754384,1,0.7066176072156861,1,1,1,0.29491314819386083,0.1525568151496932,316,0.07198377033089827,4.3090586925619885e-4,0.0620901977439713,0.09433061238869879,0.08836559789675436,100,0,0.017733640716439084,0,667,0,0.11828338357864869,0,11811,1,0.8639829757049122,1,174,0.948961276194568,0.38359949,0,216,0.3751774153155043,0,1
849042e13,5,12670,12585.434116852835,1,0,1,0,0.0746030704716156,0,0.16749120723529423,0,0,1,0,1,0.8828196331572054,1,0.7369185881666667,1,0,0,0.3074943230035992,0.08988924421908802,317,0.1265136359288485,5.375660577983378e-4,0.11492767219653229,0.1468805383260455,0.15272248653711792,467,0,0.08306652436855212,0,500,0,0.08893632159373888,0,11653,1,0.827997154037709,1,173,0.9431594253067342,0.265050769,0.209821701,203,0.08037540254962001,0,1
9380732602589082e3,1,12662,12589.950184305337,1,0,1,0,0.09909067675471306,0,0.21342607301015137,0,0,1,0,1,0.8567813260717285,1,0.6915290100006466,1,1,1,0.26805448092208817,0.13206697582053073,332,0.09879101237362012,6.323718795336598e-4,0.09182031808130238,0.0779375870926914,0.12190318315228188,250,0,0.04281555060798082,0,351,0,0.06011303305360507,0,11995,1,0.8970714163384141,1,167,0.9577679320085016,0.17871713638305664,0.3333333134651184,208,0.23407089716199056,0,1
6743744306563797e3,2,12662,12590.916909550877,0.8735637664794922,0,0.8735637664794922,0,0.10321981067560132,0,0.22379516473913588,0,0,1,0,1,0.8012240845900102,1,0.5690256701287836,1,0,1,0.267491674844372,0.13858087700526606,332,0.07727549909252206,7.217602740871816e-4,0.06435168762071276,0.07529944055934873,0.09320266584518884,901,0,0.15655951346655084,0,1401,0,0.24344048653344919,0,10294,1,0.6,1,158,0.9675880320153056,0,0.4458991289138794,198,0.13309937666500227,0,1
972909e13,2,12670,12600.498815176006,0.722407877,0,0.722407877,0,0.07629442758482129,0,0.16432645941346152,0,0,1,0,1,0.8158896825044643,1,0.6034547007788462,1,0,1,0.26266962227804874,0.1941292390296672,317,0.05967398344592834,3.400710074363065e-4,0.05117801664977932,0.10373153317242925,0.07099123685133929,442,0,0.07689631176061239,0,1635,0,0.28444676409185804,0,10510,1,0.6386569241475296,1,164,0.9095677325127056,0,0.410482943,216,0.21125066538503728,0,1
10419879221391935e3,3,12695,12611.813669554836,1,0,1,0,0.10926168473812883,0,0.23626671998928725,0,0,1,0,1,0.867181939006647,1,0.7127951330656557,1,1,1,0.2691163771698389,0.1502711024193497,332,0.07484545561045795,9.067978013781438e-4,0.06538237480579612,0.08663683876659979,0.09418378302247421,200,0,0.034158838599487616,0,501,0,0.08556789069171648,0,11944,1,0.8802732707087959,1,168,0.850079250585031,0,1,205,0.3536791558214977,0,1
12702044508946735e3,3,12679,12615.61950246307,1,0,1,0,0.12050700052622774,0,0.2585235652314803,0,0,1,0,1,0.8175558393071608,1,0.608602698000832,1,1,1,0.2669430447155672,0.11865232281969916,334,0.06996058411917727,7.168349945604658e-4,0.061739691281658356,0.10328222797284967,0.08648017222751447,751,0,0.1271588215374196,0,1752,0,0.2966474771418896,0,10093,1,0.5761937013206908,1,148,0.9332034469542227,0,0.34139010310173035,205,0.22035559953827255,0,1
508450525573018500,2,12679,12616.155328476343,1,9.613183792680502e-4,1,0.01496910024434328,0.09142061490251396,7.0340369214735385e-05,0.19645425046649584,0.0025938731177072762,0,1,0,1,0.8101562718816459,1,0.5875808665015063,1,0,1,0.08553258256486061,0.12269375611369844,316,0.06478322311319218,6.307655571380827e-4,0.05249792699525743,0.0969849373615069,0.0787834179019328,401,0,0.06906648294867379,0,1201,0,0.2068549776093696,0,10994,1,0.7240785394419565,1,168,0.969057072710663,0,0.4784161150455475,211,0.1870640449781692,0,1
972909e13,3,12637,12621.23114609292,0.716456831,0,0.716456831,0,0.0689348265753424,0,0.1556363610309278,0,0,1,0,1,0.838380202849315,1,0.6351058188041236,1,1,1,0.25317461574908,0.23082784122576364,315,0.07101430346124213,7.084764444349857e-4,0.0612826160348773,0.10341669080438337,0.0854386082237443,784,0,0.13780980840217966,0,1334,0,0.2344876076639128,0,10486,1,0.6277025839339075,1,169,0.8861773260540368,0,0.462546736,215,0.2532263589614648,0,1
927515e13,2,12687,12621.452962563188,1,0,1,0,0.06921389215315316,0,0.15365484058000012,0,0,1,0,1,0.8430026044639641,1,0.6514657819100002,1,0,0,0.29155004266367057,0.1434646565106198,311,0.08819220784532819,0.001109484618682541,0.06604066933923299,0.10388625535540784,0.1066230327072072,1311,0,0.23352333452084076,0,1266,0,0.2255076594228714,0,10044,1,0.5409690060562878,1,185,0.895037753872323,0,0.589532316,211,0.05244496073324448,0,1
169509e13,4,12712,12622.155150535533,0.939681113,0,0.939681113,0,0.11592194568379438,0,0.2506688227179488,0,0,1,0,1,0.8180747031185771,1,0.6066059819572648,1,1,1,0.2691820585584471,0.1738459221161934,332,0.06670303871298185,6.531082248100717e-4,0.05595977142335365,0.0919507516694721,0.08199504598458499,350,0,0.05976775956284153,0,1251,0,0.21362704918032788,0,11045,1,0.7266051912568307,1,148,0.937886611688072,0,0.362386525,206,0.19969789593379889,0,1
146505e14,1,12695,12622.459946468354,1,0,1,0,0.08119374496069882,0,0.1787823807307691,0,0,1,0,1,0.888162807982533,1,0.7537431060384615,1,0,1,0.29419194453044906,0.10550870622801502,318,0.1094571814912211,7.434694527100197e-4,0.09728554662740452,0.12747606614557852,0.13245423811834062,267,0,0.04693267709615047,0,400,0,0.07031112673580595,0,11962,1,0.8827561961680436,1,165,0.8676904096247992,0,1,205,0.05367852099951956,0,1
13645891850117116e3,2,12699,12624.034747729023,1,0,1,0,0.12757541381177426,0,0.2771465886255791,0,0.1263294219970703,1,0.1263294219970703,1,0.8565199618774749,1,0.6883019861476173,1,1,1,0.2675808577085192,0.14780628044832247,333,0.07219243920013704,5.036691222620956e-4,0.06114694032500431,0.08044133653612874,0.08801706460347312,700,0,0.11965811965811966,0,1750,0,0.29914529914529914,0,10183,1,0.5811965811965812,1,142,0.9318081911232596,0,0.4710918068885803,205,0.08943499501123442,0,1
151836e14,2,12679,12626.82769986994,1,0,1,0,0.07512276964757725,0,0.16556183213592232,0,0,1,0,1,0.8670239861718061,1,0.7069363578737864,1,1,1,0.29775752498342406,0.17694717238579294,317,0.10223449396272577,0.0015938001086785792,0.08776633463023145,0.08126819648992789,0.12419680853303965,333,0,0.0583596214511041,0,969,0,0.16982124079915878,0,11311,1,0.7718191377497371,1,172,0.9496238141073294,0.255743891,0.185046136,203,0.21857732458469056,0,1
17849857623809577e3,5,12712,12628.913303852136,1,0,1,0,0.08832436606258011,0,0.1929190100840568,0,0,1,0,1,0.7985394230134877,1,0.5599676871084065,1,0,1,0.2700862927565679,0.17726281026414692,330,0.06436951094255278,5.866295622823648e-4,0.05426577628379354,0.0872974149646525,0.07915847397729171,250,0,0.043440486533449174,0,2202,0,0.38262380538662033,0,10194,1,0.5739357080799304,1,171,0.9456520116922402,0,0.19967955350875852,203,0.26951116393721786,0,1
152427e14,2,12671,12628.950705545472,1,0,1,0,0.0934394975176989,0,0.20111739465714298,0,0.067826331,1,0.067826331,1,0.8366963278097346,1,0.6485082865238097,1,1,1,0.27221944799382947,0.13951200565180705,317,0.06880901744239265,0.0011011861172176716,0.056669833391052936,0.09170288966144804,0.08408882446814159,1404,0,0.24328539247963957,0,1237,0,0.21434760006931208,0,9974,1,0.5423670074510484,1,160,0.9001912780037583,0,0.251163483,214,0.304096607536712,0,1
920384e12,1,12712,12629.108820619624,1,0,1,0,0.08095619729741367,0,0.18059459397115374,0,0,1,0,0.624633431,0.8612819707715517,1,0.696661570471154,0.992860830224719,0,1,0.3026708197648795,0.1521101221358996,316,0.06898320503059585,3.1082037848014757e-4,0.05784103338436277,0.07117275517451872,0.0840211319913793,334,0,0.041379310344827586,0.020525451559934318,484,0,0.07674624226348364,0.010262725779967159,11844,1,0.8818744473916887,0.9692118226600985,170,0.9717590190011166,0.382307976,0,207,0.06809662356039663,0,1
174249e14,1,12726,12634.986312674611,0.947539508,0,0.947539508,0,0.09709991589473696,0,0.2049887113333333,0,0.074998096,1,0.074998096,1,0.8613036559692985,1,0.7071966070462963,1,1,1,0.28222717557880456,0.1424891926419523,317,0.06072128844434596,3.6749574854751127e-4,0.05006908084731298,0.09058800424975447,0.07472784581578946,817,0,0.14074074074074075,0,1633,0,0.28130921619293714,0,10210,1,0.5779500430663221,1,157,0.96114444160624,0,0.630624831,211,0.18741729964459217,0,1
1686956066918641200,3,12712,12636.331484552053,1,0,1,0,0.10661520833966767,0,0.23054399752081953,0,0,1,0,1,0.813892404523056,1,0.5975622080712234,1,1,1,0.25296013117465505,0.13115933652245207,331,0.08019254619257116,8.44952174447683e-4,0.07070159462205232,0.11758388177475258,0.09970696607026354,701,0,0.11970628415300547,0,1051,0,0.179474043715847,0,10894,1,0.7008196721311475,1,155,0.9238486642519604,0,0.38606852293014526,209,0.25944923268083053,0,1
3397261924944538600,7,12728,12639.261204249522,0.994125247001648,0,0.994125247001648,0,0.1131103631889397,0,0.24669760247242864,0,0,1,0,1,0.8017614820287393,1,0.5676349564937171,1,1,1,0.2684403503489161,0.1465212207408338,331,0.07455009067609053,2.3883547042592007e-4,0.06462042702128834,0.08777562728928584,0.09348333586757855,500,0,0.08611780916293489,0,1502,0,0.2586978987254564,0,10660,1,0.6551842921116087,1,154,0.9843601296358714,0.00903334096074104,0.09230182319879532,199,0.16971518533320512,0,1
994336e13,2,12710,12645.389223953396,0.94752425,0,0.94752425,0,0.09849705335964908,0,0.21593584775000005,0,0.056260012,1,0.056260012,1,0.8396491630043861,1,0.6484616265865385,1,1,1,0.27948019483084946,0.17388767209899889,317,0.06780591915909509,6.812947704591165e-4,0.057554062157091135,0.0903752501357546,0.08375435999824561,750,0,0.13109596224436287,0,1784,0,0.3118335955252578,0,10110,1,0.5570704422303793,1,158,0.8470211483067681,0,0.361898214,213,0.3707406713269149,0,1
97185831637688192,2,12729,12646.542755365534,1,0,1,0,0.12756403584931458,0,0.2782215609472113,0,0,1,0,1,0.8720091940327125,1,0.7208476387092778,1,1,1,0.2802972861397133,0.1624610762913569,332,0.12061640327548034,7.703006316882381e-4,0.11282453746664473,0.08707776596267448,0.1563543719267287,150,0,0.02583534274888047,0,201,0,0.03461935928349983,0,12295,1,0.9395452979676197,1,151,0.8673281745967301,0,1,203,0.15067609610279023,0,1
994336e13,1,12726,12647.280732312684,0.917021453,0,0.917021453,0,0.08891172353617008,0,0.19169041312844026,0,0,1,0,1,0.843340946587234,1,0.6622488297981652,1,1,1,0.28506048495816294,0.15507247027864948,317,0.06234754365677393,4.0717291512620596e-4,0.05200521906650035,0.09874331925016445,0.07674359514042554,367,0,0.06359383122509098,0,1501,0,0.2600935713047999,0,10792,1,0.6763125974701092,1,156,0.8890597057276689,0,0.389776468,215,0.1748974010780069,0,1
13645891850117116e3,1,12749,12652.40138733476,1,0,1,0,0.1170031773038658,0,0.260123135255916,0,0.07518118619918823,1,0.07518118619918823,1,0.8478233680188892,1,0.6616787378277096,1,1,1,0.27995310029899034,0.14417187463088602,333,0.07745074132279177,7.941903210393503e-4,0.06531993393808966,0.09906008379103669,0.09160480941181771,950,0,0.16376486812618515,0,1551,0,0.26736769522496123,0,10198,1,0.5688674366488536,1,148,0.895255937559383,0.04188603162765503,0.2521706223487854,203,0.2282669196851674,0,1
16597095390720266e3,2,12745,12654.77533529807,1,0,1,0,0.13236977500239713,0,0.28984416250524847,0,0,1,0,0.974166452884674,0.8490906205233625,1,0.675079515781896,0.9933311852316061,0,1,0.28317241346118555,0.14550860059958529,329,0.07629496327311831,0.003627878721487572,0.05919331636555874,0.1526322682770161,0.09210992230882255,301,0,0.04335809293487649,0.010407993338884263,501,0,0.05199516324062878,0.041631973355537054,11893,1,0.9046467438244947,0.9479600333055787,145,0.9022482197689744,0,1,210,0.17431038229646492,0,0.9606927633285522
11440267201681189e3,4,12729,12659.249111349927,1,0,1,0,0.10787664068192832,0,0.23327171019254594,0,0,1,0,1,0.8682040885797604,1,0.7150054223134983,1,0,1,0.2698730476202106,0.12827476694236456,331,0.09253256698940705,7.658858568360162e-4,0.07993503094112098,0.1503725775942998,0.11517182771069764,251,0,0.042862021857923496,0,250,0,0.04269125683060109,0,12145,1,0.9144467213114754,1,159,0.8363625535612399,0,1,211,0.0856599620156878,0,1
141633e14,2,12737,12665.53778885656,0.794186354,0,0.794186354,0,0.0678723110873363,0,0.15542759239000004,0,0,1,0,1,0.8470310804672488,1,0.6497011742700002,1,0,0,0.31397278231865206,0.10011310073396626,305,0.08285375508237877,7.435507448193506e-4,0.06816807809795226,0.16947277843477052,0.09640110164847163,267,0,0.04813412655489454,0,217,0,0.03912024517757346,0,12187,1,0.912745628267532,1,173,1.1429298130440508,0.319111109,0,201,0.01055212610903662,0,1
